command,index
sudo nvim theme.txt,12955
sudo rm japan.png,12956
ls,12957
cat theme.txt,12958
cd /boot/grub/themes/grub_theme/,12959
sudo nvim theme.txt,12960
ls,12961
sudo rm arch.png,12962
cat theme.txt,12963
ls,12964
sudo cp -r /boot/grub/themes/grub_theme ~/backup/,12965
cd /boot/grub/themes/grub_theme/,12966
ls,12967
cd ..,12968
ls,12969
y,12970
z,12971
cd ~/backup/,12972
ls,12973
sudo cp /etc/default/grub ./,12974
ls,12975
y,12976
sys mem ,12977
cd dot,12978
ls,12979
mkdir my_themes,12980
cp -r ~/backup/grub_theme ~/backup/grub my_themes/,12981
ls,12982
gs,12983
ga,12984
"gc ""Config: hypr emoji""",12985
gp,12986
gs,12987
y,12988
trash-list ,12989
trash-empty ,12990
ls,12991
rm -rf grub_theme/,12992
rm -rf grub_theme,12993
ll,12994
sudo rm -rf grub_theme,12995
ls,12996
btop,12997
sys mem ,12998
y,12999
pq | save packages.csv,13000
ls,13001
mv packages.csv ~/dotfiles/my_themes/,13002
cd dot,13003
gs,13004
y,13005
ls,13006
cd dot,13007
ga,13008
"gc ""Config: hypr emoji""",13009
gp,13010
nvim /etc/pacman.d/mirrorlist,13011
sudo cp  /etc/pacman.d/mirrorlist ~/backup/,13012
nvim /etc/pacman.d/mirrorlist,13013
pu; puu,13014
fs,13015
pwd,13016
fs,13017
zi,13018
ls,13019
cargo run,13020
ls,13021
swww -h,13022
pwd,13023
ls,13024
fs,13025
ping -c 5 github.com ,13026
pu; puu,13027
cd nv,13028
v,13029
lsd,13030
ls,13031
pwd,13032
lsd,13033
pwd,13034
lsd,13035
y,13036
cd hypr,13037
ls,13038
p,13039
y,13040
v,13041
ls,13042
y,13043
ls,13044
z,13045
pwd,13046
lsd,13047
la,13048
pss foot,13049
pi foot,13050
ls,13051
pwd,13052
fs,13053
pwd,13054
btop,13055
"""\u{1F40D}""",13056
lsd,13057
ls,13058
fs,13059
ls,13060
cd dot,13061
ls,13062
stow foot,13063
ls,13064
fs,13065
ls,13066
fs,13067
pwd,13068
ll,13069
cd kitty,13070
ls,13071
v,13072
ls,13073
pwd,13074
fs,13075
"""\u{1F40D}""",13076
pwd,13077
ls,13078
fs,13079
pwd,13080
ls,13081
pwd,13082
ls,13083
pwd,13084
ls,13085
pwd,13086
ls,13087
pwd,13088
ll,13089
ls,13090
pwd,13091
ls,13092
pwd,13093
ls,13094
y,13095
btop,13096
ps | where name == kitty,13097
ps | where name == foot,13098
pr foot,13099
cd dot,13100
gs,13101
ga,13102
"gc ""Config: hypr emoji""",13103
gp,13104
y,13105
ls,13106
fs,13107
y,13108
p,13109
cd dow,13110
ls,13111
gi ,13112
gcl https://github.com/JaKooLit/Hyprland-Dots.git,13113
ls,13114
pwd,13115
ls,13116
z,13117
ls,13118
pwd,13119
fs,13120
ls,13121
pwd,13122
kitty -h,13123
"kitty +kitten themes --reload-in=all ""Ubuntu""",13124
ls,13125
pwd,13126
lsd,13127
pwd,13128
y,13129
y,13130
ls,13131
sudo chmod +x kitty-theme.sh,13132
ls,13133
./kitty-theme.sh,13134
cd kitty,13135
ls,13136
v,13137
./kitty-theme.sh,13138
cd kitty,13139
p,13140
la,13141
cd kitty,13142
ls,13143
v,13144
"kitty +kitten themes --reload-in=all ""Ubuntu""",13145
"kitty +kitten themes --reload-in=all ""ayu""",13146
cat kitty.conf,13147
./kitty-theme.sh,13148
ls,13149
p,13150
./kitty-theme.sh,13151
cd ~/.config/kitty/,13152
ls,13153
cat current-theme.conf,13154
ls,13155
p,13156
ls,13157
p,13158
l,13159
./kitty-theme.sh,13160
ls,13161
cd themes,13162
l,13163
./kitty-theme.sh,13164
"find ""${HOME}/.config/kitty/themes"" -maxdepth 1 -type f -name ""*.conf"" -print0 | xargs -0 -I {} echo ""Found by terminal: {}""",13165
rg output.md,13166
bash,13167
./kitty-theme.sh,13168
ls,13169
pwd,13170
cd kitty,13171
p,13172
ls,13173
./kitty-theme.sh,13174
v,13175
cd ~/.config/kitty/,13176
v,13177
"kitty @ set-tab-title ""Test Remote Control""",13178
v,13179
cd kitty,13180
p,13181
v,13182
zi,13183
./kitty-theme.sh,13184
ls,13185
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13186
ls,13187
pwd,13188
fs,13189
v,13190
ls,13191
cd hypr,13192
pwd,13193
ls,13194
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13195
fs,13196
cat /tmp/kitty_theme_debug_keybind.log,13197
ls,13198
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13199
ls,13200
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13201
ls,13202
cd scripts/,13203
zi,13204
./kitty-theme.sh,13205
ls,13206
./kitty-theme.sh,13207
which kitty,13208
./kitty-theme.sh,13209
v,13210
ls,13211
cd,13212
ls,13213
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13214
cd hypr,13215
v,13216
v,13217
cd dot,13218
gs,13219
ga,13220
"gc ""Config: kitty""",13221
gs,13222
gp,13223
cd nushell/.config/nushell/,13224
y,13225
fs,13226
kitty-theme,13227
./kitty-theme.sh,13228
./kitty-theme,13229
y,13230
cd dot,13231
gs,13232
fa,13233
ga,13234
"gc ""Config: nu""",13235
gp,13236
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13237
p,13238
./hyprland/.config/hypr/scripts/kitty-theme.sh,13239
ls,13240
fs,13241
cd ~/.config/kitty/,13242
v,13243
zi,13244
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13245
lsd,13246
ls,13247
fs,13248
pwd,13249
./dotfiles/hyprland/.config/hypr/scripts/kitty-theme.sh,13250
ls,13251
fs,13252
pwd,13253
v,13254
cd nushell/.config/nushell/,13255
cd nushell,13256
p,13257
zi,13258
ls,13259
ktheme,13260
ls,13261
pwd,13262
ktheme,13263
lsd,13264
fs,13265
ls,13266
v,13267
cd dotfiles/kitty/.config/kitty/,13268
y,13269
l,13270
pwd,13271
ls,13272
ktheme,13273
ls,13274
pwd,13275
v,13276
cd dot,13277
ls,13278
gs,13279
ga,13280
"gc ""Config: nu""",13281
gp,13282
ls,13283
fs,13284
ktheme,13285
ls,13286
pwd,13287
lsd\,13288
ls\,13289
ls,13290
cd ~/.config/kitty/,13291
ls,13292
cat current-theme.conf,13293
cd themes,13294
cat meowrch.conf,13295
zi,13296
ktheme,13297
ls,13298
ktheme,13299
ls,13300
ktheme,13301
;s,13302
ls,13303
v,13304
cd dot ,13305
gs,13306
ga,13307
"gc ""Config: nu""",13308
gp,13309
y,13310
cd dot,13311
ls,13312
stow images,13313
y,13314
zi,13315
cd ~/.config/images,13316
ls,13317
y,13318
v,13319
cd rofi,13320
ls,13321
p,13322
zi,13323
cd hypr,13324
v,13325
v,13326
cd dot,13327
gs,13328
ga,13329
"gc ""Config: nu""",13330
gp,13331
gs,13332
zi,13333
v,13334
ktheme,13335
cd dot,13336
ls,13337
p,13338
gs,13339
ga,13340
"gc ""Config: script""",13341
gp,13342
bluetoothctl ,13343
cd rofi,13344
p,13345
cd .config/rofi/,13346
cd hypr,13347
v,13348
v,13349
ls,13350
cd dot,13351
ls,13352
gs,13353
ga,13354
"gc ""Config: script""",13355
gp,13356
v,13357
cd rofi,13358
p,13359
cd .config/rofi/,13360
v,13361
ls,13362
y,13363
gs,13364
cd dot,13365
ga,13366
"gc ""Config: script""",13367
gp,13368
y,13369
cd hypr,13370
cd ~/.config/images,13371
ls,13372
cd ..,13373
ls,13374
y,13375
ls,13376
v,13377
y,13378
cd dot,13379
gs,13380
ga,13381
"gc ""Config: add images""",13382
gp,13383
ls,13384
pwd,13385
btop,13386
y,13387
y,13388
fastfetch,13389
fs,13390
fastfetch,13391
z,13392
t,13393
y,13394
cd dot,13395
gs,13396
ga,13397
"gc ""Config: add images""",13398
gp,13399
ls,13400
gs,13401
be,13402
fs,13403
y,13404
trash-empty ,13405
trash-list,13406
ktheme,13407
ls,13408
pw,13409
lsd,13410
la,13411
ktheme,13412
ls,13413
pwd,13414
ktheme,13415
cd dot,13416
gs,13417
ls,13418
pwd,13419
ls,13420
pwd,13421
trash-list,13422
ping -c 5 github.com ,13423
ls,13424
pw,13425
p,13426
ls,13427
ls,13428
fs,13429
ls,13430
pwd,13431
y,13432
ls,13433
pwd,13434
pu; puu,13435
yad,13436
pi yad,13437
y,13438
which zen-browser,13439
cd hypr,13440
c,13441
ls,13442
sudo chmod +x scripts/hint.sh,13443
./scripts/hint.sh,13444
cd rofi,13445
p,13446
./scripts/hint.sh,13447
less,13448
./scripts/hint.sh,13449
v,13450
cd hypr,13451
ls,13452
v,13453
cat ~/dotfiles/hyprland/.config/hypr/config/keybind.conf,13454
./scripts/hint.sh,13455
v,13456
p,13457
./scripts/hint.sh,13458
v,13459
ls,13460
cd nushell,13461
p,13462
v,13463
hint,13464
y,13465
cd hypr,13466
y,13467
v,13468
cd nv,13469
ls,13470
ping -c 5 github.com ,13471
hint,13472
p,13473
ls,13474
cd lua/scripts/,13475
ls,13476
sudo chmod +x hint,13477
sudo chmod +x hint.sh,13478
./hint.sh,13479
./lua/scripts/hint.sh,13480
v,13481
cd nushell,13482
v,13483
hint,13484
cd nushell,13485
v,13486
w,13487
n-hint,13488
hint,13489
cd hypr,13490
p,13491
ls,13492
cd config/,13493
ls,13494
y,13495
ls,13496
sudo chmod +x scripts/key.sh,13497
./scripts/key.sh,13498
hint,13499
./scripts/key.sh,13500
hint,13501
./scripts/key.sh,13502
v,13503
cd nushell,13504
v,13505
hint,13506
cd hypr,13507
v,13508
hint,13509
cd nushell,13510
v,13511
hint,13512
y,13513
cd dot,13514
gs,13515
ga,13516
"gc ""Config: scripts""",13517
gp,13518
gs,13519
p,13520
dbus-update-activation-environment,13521
y,13522
ls,13523
pwd,13524
btop,13525
sys mem ,13526
pwd,13527
ls,13528
y,13529
ls,13530
cd dot,13531
gs,13532
ga,13533
"gc ""Config: hypr add window rules""",13534
gp,13535
pws,13536
p,13537
ls,13538
./scripts/wabar.sh,13539
cd dot,13540
gs,13541
ga,13542
"gc ""Config: hypr""",13543
gp,13544
cliphist,13545
cliphist -db-path,13546
czi,13547
zi,13548
ktheme,13549
v,13550
ls,13551
ll,13552
./ClipManager.sh,13553
cd dot,13554
gs,13555
ls,13556
./Kitty_themes.sh,13557
cd kitty,13558
p,13559
ls,13560
ls themes/,13561
./Kitty_themes.sh,13562
cd ~/.config/kitty,13563
ls,13564
y,13565
cd dot,13566
stow kitty,13567
y,13568
./Kitty_themes.sh,13569
cd ~/.config/,13570
cd kitty/,13571
ls,13572
ls kitty-themes,13573
y,13574
cd dot,13575
stow kitty,13576
y,13577
./Kitty_themes.sh,13578
y,13579
ls,13580
./Kitty_themes.sh,13581
y,13582
xs dot ,13583
cd dot,13584
gs,13585
y,13586
cd dot,13587
gs,13588
y,13589
pu; puu,13590
cd ~/Tools/,13591
ls,13592
wget https://zed.dev/api/releases/stable/latest/zed-linux-x86_64.tar.gz,13593
ls,13594
tar -xf zed-linux-x86_64.tar.gz,13595
ls,13596
ls zed.app/,13597
cd zed.app/,13598
ls,13599
tree,13600
pu; puu,13601
fs,13602
ls,13603
cd ..,13604
ls,13605
mv zed.app ~/.local/,13606
cd ~/.local/,13607
ls,13608
ln -sf ~/.local/zed.app/bin/zed ~/.local/bin/zed,13609
ls bin/,13610
y,13611
cp ~/.local/zed.app/share/applications/zed.desktop ~/.local/share/applications/dev.zed.Zed.desktop,13612
"sed -i ""s|Icon=zed|Icon=$HOME/.local/zed.app/share/icons/hicolor/512x512/apps/zed.png|g"" ~/.local/share/applications/dev.zed.Zed.desktop",13613
"sed -i ""s|Exec=zed|Exec=$HOME/.local/zed.app/libexec/zed-editor|g"" ~/.local/share/applications/dev.zed.Zed.desktop",13614
y,13615
history | grep history,13616
history | grep desktop,13617
cd /usr/share/applications/,13618
ls,13619
cp ~/.local/share/applications/dev.zed.Zed.desktop ./,13620
sudo cp ~/.local/share/applications/dev.zed.Zed.desktop ./,13621
ls,13622
ls ~/.local/share/applications/,13623
ls,13624
cd ~/.local/,13625
ls,13626
y,13627
p,13628
ls,13629
cd /usr/share/applications/,13630
ls,13631
cd ~/.local/,13632
ls,13633
cd zed.app/,13634
ls,13635
cd /usr/share/applications/,13636
sudo nvim dev.zed.Zed.desktop,13637
ls,13638
v,13639
sudo mv timeshift-gtk.desktop ~/backup/,13640
ls,13641
sudo mv avahi-discover.desktop ~/backup/,13642
sudo mv qv4l2.desktop ~/backup/,13643
ls,13644
sudo mv cmake-gui.desktop ~/backup/,13645
sudo mv rofi-theme-selector.desktop ~/backup/,13646
sudo mv rofi.desktop ~/backup/,13647
ls,13648
v,13649
sudo mv bssh.desktop ~/backup/,13650
ls,13651
v,13652
sudo mv bvnc.desktop ~/backup/,13653
v,13654
sudo mv qvidcap.desktop ~/backup/,13655
v,13656
sudo nvim dev.zed.Zed.desktop,13657
v,13658
ls,13659
v,13660
cd ~/.local/bin/,13661
ls,13662
./posting,13663
./zed,13664
ls,13665
sudo nvim dev.zed.Zed.desktop,13666
sudo mv dev.zed.Zed.desktop ~/backup/,13667
y,13668
ls,13669
z,13670
pq | grep vulkan-tools,13671
pq | grep vulkan,13672
pi  vulkan-tools,13673
pq | grep glibc,13674
pq | grep hyprland,13675
journalct -xe | grep zed,13676
journalct -xe ,13677
journalctl --user -xe | grep -i hypeland,13678
journalctl --user -xe,13679
journalctl --user -xe | grep -i zed,13680
pq | grep vulkan,13681
vulkaninfo,13682
vkcube,13683
cd ~/.local/bin/,13684
ls,13685
./zed --verbose,13686
./zed --version,13687
./zed --help,13688
vulkaninfo | grep -i device,13689
pi  vulkan-tools,13690
fs,13691
vulkaninfo | grep -i device,13692
vkcube,13693
cd ~/Tools/,13694
ls,13695
y,13696
pr  vulkan-tools,13697
pq | grep vulkan,13698
pr  vulkan-tools,13699
pq | grep vulkan,13700
pqi vulkan-icd-loade,13701
pqi vulkan-icd-loader,13702
cd /usr/share/applications/,13703
ls,13704
sudo mv nvim.desktop ~/backup/,13705
sudo mv mpv.desktop ~/backup/,13706
sudo mv neovide.desktop ~/backup/,13707
sudo nvim yazi.desktop,13708
cd /usr/share/applications/,13709
neovide -h,13710
neovide --wayland_app_id,13711
hyprctl clients | grep xwayland,13712
sudo -E timeshift-gtk,13713
df -h,13714
y,13715
cd hypr,13716
v,13717
hyprctl clients | grep xwayland,13718
pr zen-browser-bin,13719
fs,13720
y,13721
ping -c 5 github.com ,13722
fs,13723
pu; puu,13724
pi firefox,13725
pq | grep noto,13726
pi noto-fonts-cjk,13727
btop,13728
ls,13729
pwd,13730
lsd,13731
fs,13732
pwd,13733
lsd,13734
ls,13735
pu; puu,13736
cd dow,13737
ls,13738
y,13739
sys mem ,13740
btop,13741
sys cpu,13742
ls,13743
pwd,13744
cd dot,13745
ls,13746
gs,13747
ga,13748
"gc ""Config: hypr""",13749
gs,13750
gp,13751
y,13752
cd dot,13753
gs,13754
ga,13755
"gc ""Config: hypr""",13756
gp,13757
trash-list,13758
trash-empty ,13759
pamixer,13760
cat /proc/cpuinfo,13761
zy,13762
zi,13763
ls,13764
mkdir sysinfo,13765
cd sysinfo/,13766
uv init .,13767
ls,13768
la,13769
uv venv env,13770
la,13771
v,13772
ls,13773
pip list,13774
uv pip list,13775
exit,13776
sh -i -c 'source env/bin/activate ; nu',13777
p,13778
ls,13779
uv run main.py,13780
exit,13781
sh -i -c 'source env/bin/activate ; nu',13782
ls,13783
rm -rf env,13784
ls,13785
uv venv .venv,13786
la,13787
uv run main.py,13788
ls,13789
uv pip list,13790
uv pip install psutil,13791
uv pip list,13792
uv run main.py,13793
uv pip install gputil,13794
uv run main.py,13795
pi distutils,13796
nvim .venv/lib/python3.13/site-packages/GPUtil/GPUtil.py,13797
uv run main.py,13798
uv run main.py --cpu,13799
uv run main.py --ram,13800
exit,13801
sh -i -c 'source .venv/bin/activate ; nu',13802
uv pip list,13803
ls,13804
uv pip list,13805
z,13806
uv pip list,13807
ls,13808
cd python,13809
p,13810
ls,13811
la,13812
cd sysinfo/,13813
ls,13814
l,13815
la,13816
exit,13817
tmux new -s rio,13818
ls,13819
mv pacman pacman.sh,13820
ls,13821
ll pacman.sh,13822
sudo chmod +x pacman.sh,13823
./pacman.sh,13824
"sh echo ""Hello""",13825
y,13826
./pacman.sh,13827
ktheme,13828
pu,13829
ls,13830
mv kaisen kaisen.sh,13831
sudo chmod +x kaisen.sh,13832
./kaisen.sh,13833
ls,13834
mv monster monster.sh,13835
sudo chmod +x monster.sh,13836
./monster.sh,13837
y,13838
ls,13839
sudo chmod +x *.sh,13840
ls,13841
./animals.sh,13842
./bars.sh,13843
ls,13844
./darthvader.sh,13845
p,13846
cd dot,13847
gs,13848
ga,13849
"gc ""Config: nushell shell script""",13850
gp,13851
y,13852
hint,13853
ls,13854
fs,13855
cd hypr,13856
ls,13857
cd dot,13858
gs,13859
ga,13860
"gc ""Config: nushell shell script""",13861
gp,13862
v,13863
ls,13864
pwd,13865
ls,13866
./waybar/scripts/wabar.sh,13867
z dot,13868
p,13869
gs,13870
ga,13871
"gc ""Config: nushell shell script""",13872
gp,13873
p,13874
./waybar/scripts/wabar.sh,13875
y,13876
y,13877
cd dot,13878
gs,13879
ga,13880
"gc ""Config: nushell shell script""",13881
gp,13882
cd waybar,13883
v,13884
cd .config/waybar/,13885
./scripts/wabar.sh,13886
v,13887
cd dot,13888
ls,13889
gs,13890
ga,13891
"gc ""Config: nushell shell script""",13892
gp,13893
fs,13894
y,13895
cd dot,13896
gs,13897
ga,13898
gc,13899
"gc ""Config: hyprlock""",13900
gp,13901
y,13902
qalculate,13903
pi qalculate,13904
pi qalc,13905
qalc,13906
cd python,13907
p,13908
ls,13909
mkdir weather,13910
cd weather/,13911
uv init .,13912
uv venv .venv,13913
la,13914
ls,13915
uv pip list,13916
uv run main.py,13917
uv add requests,13918
uv list,13919
uv pip list,13920
uv run main.py,13921
uv add pyquery,13922
uv pip list,13923
uv run main.py,13924
ls,13925
v,13926
exit,13927
sh -i -c 'source .venv/bin/activate ; nu',13928
tmux new -s rio,13929
pip list,13930
uv pip list,13931
exit,13932
uv pip list,13933
ls,13934
./Weather.sh,13935
ls,13936
cd dot,13937
gs,13938
ls,13939
./RofiEmoji.sh,13940
y,13941
cd ~/.local/share/Trash/files/,13942
ls,13943
mv config-emoji.rasi ~/dotfiles/rofi/.config/rofi/,13944
y,13945
pq | grep rofi,13946
fs,13947
pr rofimoji,13948
cd ~/.local/share/Trash/files/,13949
p,13950
ls,13951
mv emoji.rasi rofimoji.sh ~/backup/,13952
zi,13953
gs,13954
cd dot,13955
gs,13956
ga,13957
"gc ""Config: hyprlock""",13958
gp,13959
ls,13960
sudo chmod +x hyprland_binds.sh,13961
./hyprland_binds.sh,13962
v,13963
p,13964
ls ../config/,13965
./hyprland_binds.sh,13966
cd script,13967
ls,13968
y,13969
y,13970
cd dot,13971
ls,13972
hint,13973
ktheme,13974
ls,13975
pwd,13976
ls,13977
y,13978
cd dot,13979
gs,13980
ktheme,13981
ls,13982
pwd,13983
gs,13984
ga,13985
"gc ""Config: hypr""",13986
gp,13987
fs,13988
ktheme,13989
ls,13990
fs,13991
cd nv,13992
pu,13993
puu,13994
cd nushell,13995
p,13996
v,13997
cd script,13998
sudo chmod +x alias.sh,13999
./alias.sh,14000
cd nushell,14001
l,14002
v,14003
cd nushell,14004
v,14005
nvim,14006
z nushell,14007
cd nushell,14008
p,14009
cd ~/dotfiles/nushell/.config/nushell/,14010
ls,14011
;,14012
l,14013
z nushell,14014
ls,14015
cls,14016
hist,14017
df,14018
nvim,14019
v,14020
nvim,14021
v,14022
e,14023
ecit,14024
exit,14025
v,14026
./alias.sh,14027
v,14028
cd script,14029
y,14030
v,14031
cd dot,14032
ls,14033
gs,14034
ga,14035
"gc ""Config: hypr""",14036
gp,14037
y,14038
pq | grep popler,14039
pq | grep pop,14040
pqi poppler,14041
poppler -h,14042
poppler help,14043
poppler ,14044
y,14045
p,14046
fs,14047
fastfetch,14048
ktheme,14049
s,14050
ls,14051
fs,14052
ktheme,14053
fs,14054
btop,14055
cd rofi ,14056
ls,14057
p,14058
ls,14059
y,14060
gs,14061
ga,14062
cd dot,14063
ga,14064
"gc ""Config: hypr""",14065
gp,14066
ktheme,14067
ls,14068
z,14069
ls,14070
la,14071
ktheme,14072
ls,14073
fs,14074
ls,14075
la,14076
cd nv,14077
v,14078
btop,14079
zi,14080
v,14081
cd dot,14082
ga,14083
"gc ""Config: hypr""",14084
gp,14085
gs,14086
cd scripts,14087
ls,14088
v,14089
cd yazi,14090
ls,14091
v,14092
cd scripts,14093
ls,14094
sudo chmod +x yazi.sh,14095
ls,14096
./yazi.sh,14097
v,14098
cd yazi,14099
v,14100
cd hypr,14101
v,14102
cd rofi,14103
y,14104
cd dot,14105
ga,14106
p,14107
"gc ""Config: hypr""",14108
gp,14109
cd nv,14110
v,14111
ls,14112
sudo chmod +x lua/scripts/key.sh,14113
./lua/scripts/key.sh,14114
cd hypr,14115
v,14116
cd rofi,14117
v,14118
cd hypr,14119
ls,14120
./scripts/RofiEmoji.sh,14121
cd rofi,14122
v,14123
v,14124
cd dot,14125
ls,14126
gs,14127
ga,14128
"gc ""Config: hypr""",14129
gp,14130
cd hypr,14131
gr ~/dotfiles/hyprland/.config/hypr/config/workspace.conf,14132
z,14133
cd hypr,14134
gr config/workspace.conf,14135
v,14136
ktheme,14137
ls,14138
fs,14139
cd dot,14140
ls,14141
gs,14142
ga,14143
"gc ""Config: hypr""",14144
gp,14145
cd kitty/,14146
p,14147
cd .config/kitty/,14148
ls,14149
pwd,14150
ktheme,14151
gs,14152
fs,14153
cd dot,14154
gs,14155
ga,14156
"gc ""Config: hypr""",14157
gp,14158
v,14159
fs,14160
ls,14161
ping goole.com,14162
pu; puu,14163
ls,14164
pwd,14165
ls,14166
pwd,14167
ping goole.com,14168
ping google.com,14169
pu; puu,14170
cd nv,14171
v,14172
zi,14173
p,14174
ls,14175
dart run ,14176
ls,14177
du,14178
df ,14179
du,14180
du -h,14181
du,14182
v,14183
ls,14184
gs,14185
nvim .gitignore,14186
ga,14187
"gc ""Config: repo""",14188
gp,14189
ls,14190
lua calendar.lua,14191
y,14192
fastfetch,14193
cd python,14194
cd fastfetch,14195
ls,14196
fastfetch,14197
v,14198
cd python,14199
ls,14200
tree cli/,14201
ls,14202
z,14203
bash,14204
ls,14205
./RofiBeats.sh,14206
pq | grep mpv,14207
./RofiBeats.sh,14208
pgrep,14209
y,14210
./RofiBeats.sh,14211
cd mpv,14212
p,14213
v,14214
pss youtube-dl,14215
pi youtube-dl,14216
./RofiBeats.sh,14217
./RofiBeats.shls,14218
ls,14219
./RofiBeats.sh,14220
./RofiBeats.sh,14221
tmux new -s rio,14222
y,14223
cd dot,14224
ls,14225
gs,14226
ga,14227
"gc ""Config: rofi""",14228
gp,14229
cava,14230
ls,14231
cd scripts,14232
ls,14233
v,14234
cd dow,14235
ls,14236
gcl https://github.com/shell-ninja/hyprconf.git,14237
y,14238
p,14239
cd dow,14240
gcl https://github.com/shell-ninja/hyprconf-v2.git,14241
cd Downloads/hyprconf-v2/config/rofi/,14242
y,14243
cd dot,14244
ls,14245
gs,14246
ga,14247
"gc ""Config: rofi""",14248
gp,14249
ls,14250
cd rofi,14251
v,14252
cd .config/rofi/,14253
v,14254
v,14255
y,14256
gs,14257
cd,14258
ls,14259
v,14260
cd hypr,14261
v,14262
ls,14263
pwd,14264
ls,14265
gs,14266
gr config/workspace.conf,14267
gs,14268
ga,14269
gs,14270
ga,14271
"gc ""Config: rofi""",14272
gp,14273
p,14274
cd dot,14275
gs,14276
y,14277
y,14278
cd dot,14279
gs,14280
cd themes,14281
v,14282
cd rofi,14283
p,14284
y,14285
cd scripts,14286
ls,14287
v,14288
cd ../../,14289
p,14290
cd hypr/,14291
v,14292
cd dot,14293
gs,14294
cd hypr,14295
vv,14296
ls,14297
gs,14298
cd dot,14299
gs,14300
ga,14301
"gc ""Config: hyprland""",14302
gp,14303
v,14304
cd dot,14305
gs,14306
ga,14307
"gc ""Config: hyprland""",14308
gp,14309
y,14310
cd dot,14311
gs,14312
ga,14313
"gc ""Config: hyprland""",14314
gp,14315
y,14316
cd hypr,14317
cd dot,14318
gs,14319
y,14320
v,14321
cd dot,14322
gs,14323
ls,14324
ping google.com,14325
pu; puu,14326
ls,14327
pwd,14328
fs,14329
cd nv,14330
v,14331
pwd,14332
la,14333
cd,14334
la,14335
btop,14336
p,14337
fs,14338
pi yl-dlp,14339
pi yt-dlp,14340
mpv,14341
mpv 'https://www.youtube.com/watch?v=NeytN82HTP4',14342
fs,14343
pi yt-dlp,14344
pqi libavcodec,14345
cd mpv,14346
p,14347
v,14348
cd mpv,14349
v,14350
y,14351
cd script,14352
ls,14353
p,14354
./RofiBeats.sh,14355
y,14356
cd mpv,14357
ls,14358
sudo chmod +x key.sh,14359
./key.sh,14360
v,14361
cd hypr,14362
v,14363
cd dot,14364
gs,14365
ga,14366
"gc ""Config: hyprland""",14367
gp,14368
ls,14369
pwd,14370
pu; puu,14371
ls,14372
pwd,14373
ls,14374
p,14375
v,14376
zi,14377
cd coding rust_lang,14378
ls,14379
cd learn_rust/,14380
v,14381
z,14382
ls,14383
pwd,14384
du,14385
du -h,14386
du,14387
bash,14388
ls,14389
cd nushell,14390
ls,14391
v,14392
ls,14393
du,14394
cd hypr,14395
du,14396
du -h,14397
v,14398
free,14399
less,14400
cd dot,14401
ls,14402
gs,14403
ga,14404
"gc ""Config: hyprland""",14405
gp,14406
cd coding rust_lang,14407
vd learn_rust/,14408
ls,14409
cd learn_rust/,14410
cargo r -q,14411
ls,14412
cd day_1/,14413
cargo r -q,14414
v,14415
xd dow,14416
z dow,14417
ls,14418
du,14419
gcl https://github.com/prasanthrangan/hyprdots.git,14420
cd fastfetch,14421
ls,14422
v,14423
fastfetch,14424
v,14425
y,14426
ktheme,14427
ls,14428
fs,14429
pwd,14430
cd ~/.icons,14431
ls,14432
tree,14433
ls,14434
cd ~/.icons,14435
ls,14436
y,14437
ls,14438
fs,14439
ktheme,14440
fs,14441
la,14442
cd nushell,14443
v,14444
cd nushell,14445
v,14446
ls,14447
cd dotfiles/,14448
gs,14449
git status,14450
git restore nushell/.config/nushell/config.nu,14451
e,14452
exit,14453
ls,14454
cd dot,14455
gs,14456
ga,14457
"gc ""Config: hyprland""",14458
gp,14459
ls,14460
./cpuinfo.sh,14461
ls,14462
./gpuinfo.sh,14463
y,14464
ls,14465
y,14466
trash-list,14467
df,14468
trash-empty ,14469
df,14470
ls,14471
sys mem,14472
ls,14473
cd dot,14474
gs,14475
ga,14476
"gc ""Config: hyprland""",14477
gp,14478
fs,14479
ls,14480
y,14481
trash-empty ,14482
df,14483
c,14484
ls,14485
ping google.com,14486
pu; puu,14487
cls,14488
ls,14489
la,14490
cd nv,14491
v,14492
pu; puu,14493
y,14494
fs,14495
pu; puu,14496
fs,14497
pu; puu,14498
la,14499
pwd,14500
cd coding dart,14501
ls,14502
dart create app,14503
ls,14504
tree app/,14505
cd app/,14506
ls,14507
dart run ,14508
dart run bin/app.dart,14509
v,14510
ls,14511
cd ..,14512
.,14513
ls,14514
trash-put app/,14515
l,14516
v,14517
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,14518
ls,14519
cd coding rust_lang,14520
v,14521
cd learn_rust/,14522
ls,14523
cargo new day_3,14524
cd day_3/,14525
exit,14526
ls,14527
cd day_3/,14528
cargo r -q,14529
v,14530
exit,14531
exit,14532
tmux new -s rio,14533
ls,14534
cd day_3/,14535
ls,14536
cargo r -q,14537
v,14538
cd nv,14539
v,14540
ls,14541
v,14542
cd dot,14543
